"ITTER107","TIPO_DATO15","SEXISTAT1","ETA1","STATCIV2","TIME","Value","Flag Codes"
"018009","JAN","9","TOTAL","99","2015",1717,
"018009","JAN","9","TOTAL","99","2016",1776,
"018009","JAN","9","TOTAL","99","2017",1769,
"018009","JAN","9","TOTAL","99","2018",1763,
"015014","JAN","9","TOTAL","99","2014",3661,
"015014","JAN","9","TOTAL","99","2015",3664,
"015014","JAN","9","TOTAL","99","2016",3650,
"015014","JAN","9","TOTAL","99","2017",3674,
"015014","JAN","9","TOTAL","99","2018",3711,
"015015","JAN","9","TOTAL","99","2014",7761,
"015015","JAN","9","TOTAL","99","2015",7750,
"015015","JAN","9","TOTAL","99","2016",7769,
"015015","JAN","9","TOTAL","99","2017",7846,
"015015","JAN","9","TOTAL","99","2018",7926,
"017013","JAN","9","TOTAL","99","2014",2296,
"017013","JAN","9","TOTAL","99","2015",2307,
"017013","JAN","9","TOTAL","99","2016",2337,
"017013","JAN","9","TOTAL","99","2017",2330,
"017013","JAN","9","TOTAL","99","2018",2328,
"018011","JAN","9","TOTAL","99","2014",1046,
"018011","JAN","9","TOTAL","99","2015",1047,
"018011","JAN","9","TOTAL","99","2016",1023,
"018011","JAN","9","TOTAL","99","2017",1016,
"018011","JAN","9","TOTAL","99","2018",1005,
"018012","JAN","9","TOTAL","99","2014",675,
"018012","JAN","9","TOTAL","99","2015",679,
"018012","JAN","9","TOTAL","99","2016",660,
"018012","JAN","9","TOTAL","99","2017",655,
"018012","JAN","9","TOTAL","99","2018",679,
"013022","JAN","9","TOTAL","99","2014",2732,
"013022","JAN","9","TOTAL","99","2015",2735,
"013022","JAN","9","TOTAL","99","2016",2745,
"013022","JAN","9","TOTAL","99","2017",2738,
"013022","JAN","9","TOTAL","99","2018",2772,
"018014","JAN","9","TOTAL","99","2014",2721,
"018014","JAN","9","TOTAL","99","2015",2795,
"018014","JAN","9","TOTAL","99","2016",2794,
"018014","JAN","9","TOTAL","99","2017",2802,
"018014","JAN","9","TOTAL","99","2018",2698,
"017015","JAN","9","TOTAL","99","2014",2724,
"017015","JAN","9","TOTAL","99","2015",2729,
"017015","JAN","9","TOTAL","99","2016",2730,
"017015","JAN","9","TOTAL","99","2017",2706,
"017015","JAN","9","TOTAL","99","2018",2749,
"108007","JAN","9","TOTAL","99","2014",10846,
"108007","JAN","9","TOTAL","99","2015",10887,
"108007","JAN","9","TOTAL","99","2016",10992,
"108007","JAN","9","TOTAL","99","2017",11050,
"108007","JAN","9","TOTAL","99","2018",11074,
"015019","JAN","9","TOTAL","99","2014",3092,
"015019","JAN","9","TOTAL","99","2015",3077,
"015019","JAN","9","TOTAL","99","2016",3076,
"015019","JAN","9","TOTAL","99","2017",3076,
"015019","JAN","9","TOTAL","99","2018",3054,
"098002","JAN","9","TOTAL","99","2014",1174,
"098002","JAN","9","TOTAL","99","2015",1159,
"098002","JAN","9","TOTAL","99","2016",1143,
"098002","JAN","9","TOTAL","99","2017",1132,
"098002","JAN","9","TOTAL","99","2018",1127,
"017016","JAN","9","TOTAL","99","2014",1706,
"017016","JAN","9","TOTAL","99","2015",1689,
"017016","JAN","9","TOTAL","99","2016",1671,
"017016","JAN","9","TOTAL","99","2017",1663,
"017016","JAN","9","TOTAL","99","2018",1638,
"017017","JAN","9","TOTAL","99","2014",2478,
"017017","JAN","9","TOTAL","99","2015",2470,
"017017","JAN","9","TOTAL","99","2016",2475,
"017017","JAN","9","TOTAL","99","2017",2486,
"017017","JAN","9","TOTAL","99","2018",2480,
"016025","JAN","9","TOTAL","99","2014",1344,
"016025","JAN","9","TOTAL","99","2015",1356,
"016025","JAN","9","TOTAL","99","2016",1362,
"016025","JAN","9","TOTAL","99","2017",1365,
"016025","JAN","9","TOTAL","99","2018",1377,
"108008","JAN","9","TOTAL","99","2014",15576,
"108008","JAN","9","TOTAL","99","2015",15520,
"108008","JAN","9","TOTAL","99","2016",15467,
"108008","JAN","9","TOTAL","99","2017",15489,
"108008","JAN","9","TOTAL","99","2018",15573,
"012011","JAN","9","TOTAL","99","2014",2582,
"012011","JAN","9","TOTAL","99","2015",2582,
"012011","JAN","9","TOTAL","99","2016",2544,
"012011","JAN","9","TOTAL","99","2017",2594,
"012011","JAN","9","TOTAL","99","2018",2583,
"015022","JAN","9","TOTAL","99","2014",2098,
"015022","JAN","9","TOTAL","99","2015",2086,
"015022","JAN","9","TOTAL","99","2016",2064,
"015022","JAN","9","TOTAL","99","2017",2064,
"015022","JAN","9","TOTAL","99","2018",2045,
"012012","JAN","9","TOTAL","99","2014",5558,
"012012","JAN","9","TOTAL","99","2015",5559,
"012012","JAN","9","TOTAL","99","2016",5554,
"012012","JAN","9","TOTAL","99","2017",5565,
"012012","JAN","9","TOTAL","99","2018",5558,
"012013","JAN","9","TOTAL","99","2014",9098,
"012013","JAN","9","TOTAL","99","2015",9149,
"012013","JAN","9","TOTAL","99","2016",9106,
"012013","JAN","9","TOTAL","99","2017",9036,
"012013","JAN","9","TOTAL","99","2018",9005,
"012014","JAN","9","TOTAL","99","2014",3319,
"012014","JAN","9","TOTAL","99","2015",3399,
"012014","JAN","9","TOTAL","99","2016",3347,
"012014","JAN","9","TOTAL","99","2017",3346,
"012014","JAN","9","TOTAL","99","2018",3325,
"016026","JAN","9","TOTAL","99","2014",621,
"016026","JAN","9","TOTAL","99","2015",632,
"016026","JAN","9","TOTAL","99","2016",629,
"016026","JAN","9","TOTAL","99","2017",622,
"016026","JAN","9","TOTAL","99","2018",610,
"014008","JAN","9","TOTAL","99","2014",1298,
"014008","JAN","9","TOTAL","99","2015",1298,
"014008","JAN","9","TOTAL","99","2016",1285,
"014008","JAN","9","TOTAL","99","2017",1303,
"014008","JAN","9","TOTAL","99","2018",1326,
"108009","JAN","9","TOTAL","99","2014",12041,
"108009","JAN","9","TOTAL","99","2015",12065,
"108009","JAN","9","TOTAL","99","2016",12091,
"108009","JAN","9","TOTAL","99","2017",12201,
"108009","JAN","9","TOTAL","99","2018",12164,
"017018","JAN","9","TOTAL","99","2014",3567,
"017018","JAN","9","TOTAL","99","2015",3521,
"017018","JAN","9","TOTAL","99","2016",3488,
"017018","JAN","9","TOTAL","99","2017",3847,
"017018","JAN","9","TOTAL","99","2018",3792,
"020004","JAN","9","TOTAL","99","2014",2102,
"020004","JAN","9","TOTAL","99","2015",2118,
"020004","JAN","9","TOTAL","99","2016",2087,
"020004","JAN","9","TOTAL","99","2017",2120,
"020004","JAN","9","TOTAL","99","2018",2142,
"013023","JAN","9","TOTAL","99","2014",4830,
"013023","JAN","9","TOTAL","99","2015",4809,
"013023","JAN","9","TOTAL","99","2016",4821,
"013023","JAN","9","TOTAL","99","2017",4832,
"013023","JAN","9","TOTAL","99","2018",4799,
"015024","JAN","9","TOTAL","99","2014",7189,
"015024","JAN","9","TOTAL","99","2015",7239,
"015024","JAN","9","TOTAL","99","2016",7265,
"015024","JAN","9","TOTAL","99","2017",7251,
"015024","JAN","9","TOTAL","99","2018",7257,
"017019","JAN","9","TOTAL","99","2014",1418,
"017019","JAN","9","TOTAL","99","2015",1408,
"017019","JAN","9","TOTAL","99","2016",1386,
"017019","JAN","9","TOTAL","99","2017",1370,
"017019","JAN","9","TOTAL","99","2018",1360,
"012015","JAN","9","TOTAL","99","2014",4360,
"012015","JAN","9","TOTAL","99","2015",4337,
"012015","JAN","9","TOTAL","99","2016",4355,
"012015","JAN","9","TOTAL","99","2017",4368,
"012015","JAN","9","TOTAL","99","2018",4294,
"013024","JAN","9","TOTAL","99","2014",1524,
"013024","JAN","9","TOTAL","99","2015",1551,
"013024","JAN","9","TOTAL","99","2016",1552,
"013024","JAN","9","TOTAL","99","2017",1584,
"013024","JAN","9","TOTAL","99","2018",1600,
"016027","JAN","9","TOTAL","99","2014",74,
"016027","JAN","9","TOTAL","99","2015",73,
"016027","JAN","9","TOTAL","99","2016",71,
"016027","JAN","9","TOTAL","99","2017",71,
"016027","JAN","9","TOTAL","99","2018",75,
"013025","JAN","9","TOTAL","99","2014",276,
"013025","JAN","9","TOTAL","99","2015",276,
"013025","JAN","9","TOTAL","99","2016",272,
"013025","JAN","9","TOTAL","99","2017",276,
"013025","JAN","9","TOTAL","99","2018",269,
"013026","JAN","9","TOTAL","99","2014",1199,
"013026","JAN","9","TOTAL","99","2015",1191,
"013026","JAN","9","TOTAL","99","2016",1187,
"013026","JAN","9","TOTAL","99","2017",1202,
"013026","JAN","9","TOTAL","99","2018",1182,
"012016","JAN","9","TOTAL","99","2014",2149,
"012016","JAN","9","TOTAL","99","2015",2164,
"012016","JAN","9","TOTAL","99","2016",2151,
"012016","JAN","9","TOTAL","99","2017",2184,
"012016","JAN","9","TOTAL","99","2018",2210,
"098003","JAN","9","TOTAL","99","2014",1757,
"098003","JAN","9","TOTAL","99","2015",1761,
"098003","JAN","9","TOTAL","99","2016",1747,
"098003","JAN","9","TOTAL","99","2017",1729,
"098003","JAN","9","TOTAL","99","2018",1770,
"015026","JAN","9","TOTAL","99","2014",4174,
"015026","JAN","9","TOTAL","99","2015",4159,
"015026","JAN","9","TOTAL","99","2016",4143,
"015026","JAN","9","TOTAL","99","2017",4113,
"015026","JAN","9","TOTAL","99","2018",4127,
"016028","JAN","9","TOTAL","99","2014",5996,
"016028","JAN","9","TOTAL","99","2015",6081,
"016028","JAN","9","TOTAL","99","2016",6151,
"016028","JAN","9","TOTAL","99","2017",6183,
"016028","JAN","9","TOTAL","99","2018",6237,
"015027","JAN","9","TOTAL","99","2014",36164,
"015027","JAN","9","TOTAL","99","2015",36264,
"015027","JAN","9","TOTAL","99","2016",36392,
"015027","JAN","9","TOTAL","99","2017",36469,
"015027","JAN","9","TOTAL","99","2018",36486,
"016029","JAN","9","TOTAL","99","2014",5958,
"016029","JAN","9","TOTAL","99","2015",6018,
"016029","JAN","9","TOTAL","99","2016",6013,
"016029","JAN","9","TOTAL","99","2017",6057,
"016029","JAN","9","TOTAL","99","2018",6102,
"016030","JAN","9","TOTAL","99","2014",9451,
"016030","JAN","9","TOTAL","99","2015",9532,
"016030","JAN","9","TOTAL","99","2016",9630,
"016030","JAN","9","TOTAL","99","2017",9842,
"016030","JAN","9","TOTAL","99","2018",10020,
"016031","JAN","9","TOTAL","99","2014",6705,
"016031","JAN","9","TOTAL","99","2015",6702,
"016031","JAN","9","TOTAL","99","2016",6670,
"016031","JAN","9","TOTAL","99","2017",6704,
"016031","JAN","9","TOTAL","99","2018",6704,
"019006","JAN","9","TOTAL","99","2014",1524,
"019006","JAN","9","TOTAL","99","2015",1528,
"019006","JAN","9","TOTAL","99","2016",1531,
"019006","JAN","9","TOTAL","99","2017",1520,
"019006","JAN","9","TOTAL","99","2018",1528,
"019007","JAN","9","TOTAL","99","2014",627,
"019007","JAN","9","TOTAL","99","2015",622,
"019007","JAN","9","TOTAL","99","2016",606,
"019007","JAN","9","TOTAL","99","2017",617,
"019007","JAN","9","TOTAL","99","2018",605,
"018015","JAN","9","TOTAL","99","2014",2741,
"018015","JAN","9","TOTAL","99","2015",2731,
"018015","JAN","9","TOTAL","99","2016",2729,
"018015","JAN","9","TOTAL","99","2017",2705,
"018015","JAN","9","TOTAL","99","2018",2692,
"098004","JAN","9","TOTAL","99","2014",4492,
"098004","JAN","9","TOTAL","99","2015",4474,
"098004","JAN","9","TOTAL","99","2016",4424,
"098004","JAN","9","TOTAL","99","2017",4318,
"098004","JAN","9","TOTAL","99","2018",4302,
"016032","JAN","9","TOTAL","99","2014",1147,
"016032","JAN","9","TOTAL","99","2015",1148,
"016032","JAN","9","TOTAL","99","2016",1146,
"016032","JAN","9","TOTAL","99","2017",1145,
"016032","JAN","9","TOTAL","99","2018",1164,
"018016","JAN","9","TOTAL","99","2014",1394,
"018016","JAN","9","TOTAL","99","2015",1398,
"018016","JAN","9","TOTAL","99","2016",1474,
"018016","JAN","9","TOTAL","99","2017",1473,
"018016","JAN","9","TOTAL","99","2018",1475,
"017020","JAN","9","TOTAL","99","2014",5561,
"017020","JAN","9","TOTAL","99","2015",5512,
"017020","JAN","9","TOTAL","99","2016",5423,
"017020","JAN","9","TOTAL","99","2017",5411,
"017020","JAN","9","TOTAL","99","2018",5455,
"098005","JAN","9","TOTAL","99","2014",2346,
"098005","JAN","9","TOTAL","99","2015",2359,
"098005","JAN","9","TOTAL","99","2016",2388,
"098005","JAN","9","TOTAL","99","2017",2407,
"098005","JAN","9","TOTAL","99","2018",2445,
"018018","JAN","9","TOTAL","99","2014",1054,
"018018","JAN","9","TOTAL","99","2015",1040,
"018018","JAN","9","TOTAL","99","2016",1019,
"018018","JAN","9","TOTAL","99","2017",1008,
"018018","JAN","9","TOTAL","99","2018",1002,
"020005","JAN","9","TOTAL","99","2014",3467,
"020006","JAN","9","TOTAL","99","2014",785,
"020006","JAN","9","TOTAL","99","2015",782,
"020006","JAN","9","TOTAL","99","2016",784,
"020006","JAN","9","TOTAL","99","2017",772,
"020006","JAN","9","TOTAL","99","2018",759,
"018017","JAN","9","TOTAL","99","2014",420,
"018017","JAN","9","TOTAL","99","2015",430,
"018017","JAN","9","TOTAL","99","2016",432,
"018017","JAN","9","TOTAL","99","2017",431,
"018017","JAN","9","TOTAL","99","2018",427,
"017021","JAN","9","TOTAL","99","2014",9217,
"017021","JAN","9","TOTAL","99","2015",9249,
"017021","JAN","9","TOTAL","99","2016",9264,
"017021","JAN","9","TOTAL","99","2017",9286,
"017021","JAN","9","TOTAL","99","2018",9271,
"014009","JAN","9","TOTAL","99","2014",4066,
"014009","JAN","9","TOTAL","99","2015",4103,
"014009","JAN","9","TOTAL","99","2016",4121,
"014009","JAN","9","TOTAL","99","2017",4165,
"014009","JAN","9","TOTAL","99","2018",4194,
"018019","JAN","9","TOTAL","99","2014",2641,
"018019","JAN","9","TOTAL","99","2015",2636,
"018019","JAN","9","TOTAL","99","2016",2649,
"018019","JAN","9","TOTAL","99","2017",2652,
"018019","JAN","9","TOTAL","99","2018",2710,
"017022","JAN","9","TOTAL","99","2014",2678,
"017022","JAN","9","TOTAL","99","2015",2644,
"017022","JAN","9","TOTAL","99","2016",2630,
"017022","JAN","9","TOTAL","99","2017",2606,
"017022","JAN","9","TOTAL","99","2018",2662,
"097009","JAN","9","TOTAL","99","2014",3532,
"097009","JAN","9","TOTAL","99","2015",3476,
"097009","JAN","9","TOTAL","99","2016",3457,
"097009","JAN","9","TOTAL","99","2017",3429,
"097009","JAN","9","TOTAL","99","2018",3424,
"018020","JAN","9","TOTAL","99","2014",630,
"018020","JAN","9","TOTAL","99","2015",638,
"018020","JAN","9","TOTAL","99","2016",634,
"018020","JAN","9","TOTAL","99","2017",623,
"018020","JAN","9","TOTAL","99","2018",623,
"016033","JAN","9","TOTAL","99","2014",987,
"016033","JAN","9","TOTAL","99","2015",985,
"016033","JAN","9","TOTAL","99","2016",993,
"016033","JAN","9","TOTAL","99","2017",997,
"016033","JAN","9","TOTAL","99","2018",993,
"016034","JAN","9","TOTAL","99","2014",5158,
"016034","JAN","9","TOTAL","99","2015",5151,
"016034","JAN","9","TOTAL","99","2016",5148,
"016034","JAN","9","TOTAL","99","2017",5165,
"016034","JAN","9","TOTAL","99","2018",5137,
"017023","JAN","9","TOTAL","99","2014",10851,
"017023","JAN","9","TOTAL","99","2015",10945,
"017023","JAN","9","TOTAL","99","2016",10914,
"017023","JAN","9","TOTAL","99","2017",10917,
"017023","JAN","9","TOTAL","99","2018",10857,
"017025","JAN","9","TOTAL","99","2014",7514,
"017025","JAN","9","TOTAL","99","2015",7485,
"017025","JAN","9","TOTAL","99","2016",7516,
"017025","JAN","9","TOTAL","99","2017",7485,
"017025","JAN","9","TOTAL","99","2018",7433,
"108010","JAN","9","TOTAL","99","2014",17047,
"108010","JAN","9","TOTAL","99","2015",17110,
"108010","JAN","9","TOTAL","99","2016",17017,
"108010","JAN","9","TOTAL","99","2017",16885,
"108010","JAN","9","TOTAL","99","2018",16929,
"020007","JAN","9","TOTAL","99","2014",4227,
"020007","JAN","9","TOTAL","99","2015",4231,
"020007","JAN","9","TOTAL","99","2016",4183,
"020007","JAN","9","TOTAL","99","2017",4209,
"020007","JAN","9","TOTAL","99","2018",4190,
"016035","JAN","9","TOTAL","99","2014",754,
"016035","JAN","9","TOTAL","99","2015",730,
"016035","JAN","9","TOTAL","99","2016",717,
"016035","JAN","9","TOTAL","99","2017",707,
"016035","JAN","9","TOTAL","99","2018",706,
"018021","JAN","9","TOTAL","99","2014",638,
"018021","JAN","9","TOTAL","99","2015",614,
"018021","JAN","9","TOTAL","99","2016",599,
"018021","JAN","9","TOTAL","99","2017",587,
"018021","JAN","9","TOTAL","99","2018",580,
"016038","JAN","9","TOTAL","99","2014",7880,
"016038","JAN","9","TOTAL","99","2015",7900,
"016038","JAN","9","TOTAL","99","2016",7892,
"016038","JAN","9","TOTAL","99","2017",7938,
"016038","JAN","9","TOTAL","99","2018",7868,
"016039","JAN","9","TOTAL","99","2014",4103,
"098006","JAN","9","TOTAL","99","2014",2678,
"098006","JAN","9","TOTAL","99","2015",2690,
"098006","JAN","9","TOTAL","99","2016",2668,
"098006","JAN","9","TOTAL","99","2017",2642,
"098006","JAN","9","TOTAL","99","2018",2696,
"013030","JAN","9","TOTAL","99","2014",386,
"013030","JAN","9","TOTAL","99","2015",361,
"013030","JAN","9","TOTAL","99","2016",359,
"013030","JAN","9","TOTAL","99","2017",341,
"013030","JAN","9","TOTAL","99","2018",335,
"016040","JAN","9","TOTAL","99","2014",6006,
"016040","JAN","9","TOTAL","99","2015",5988,
"016040","JAN","9","TOTAL","99","2016",6031,
"016040","JAN","9","TOTAL","99","2017",5991,
"016040","JAN","9","TOTAL","99","2018",6009,
"012021","JAN","9","TOTAL","99","2014",847,
"012021","JAN","9","TOTAL","99","2015",845,
"012021","JAN","9","TOTAL","99","2016",847,
"012021","JAN","9","TOTAL","99","2017",816,
"012021","JAN","9","TOTAL","99","2018",809,
"017030","JAN","9","TOTAL","99","2014",715,
"017030","JAN","9","TOTAL","99","2015",720,
"017030","JAN","9","TOTAL","99","2016",714,
"017030","JAN","9","TOTAL","99","2017",711,
"017030","JAN","9","TOTAL","99","2018",722,
"108011","JAN","9","TOTAL","99","2014",6011,
"108011","JAN","9","TOTAL","99","2015",6010,
"108011","JAN","9","TOTAL","99","2016",6010,
"108011","JAN","9","TOTAL","99","2017",6020,
"108011","JAN","9","TOTAL","99","2018",5988,
"012022","JAN","9","TOTAL","99","2014",1269,
"012022","JAN","9","TOTAL","99","2015",1281,
"012022","JAN","9","TOTAL","99","2016",1263,
"012022","JAN","9","TOTAL","99","2017",1231,
"012022","JAN","9","TOTAL","99","2018",1226,
"097010","JAN","9","TOTAL","99","2014",4690,
"097010","JAN","9","TOTAL","99","2015",4647,
"097010","JAN","9","TOTAL","99","2016",4631,
"097010","JAN","9","TOTAL","99","2017",4620,
"097010","JAN","9","TOTAL","99","2018",4620,
"018024","JAN","9","TOTAL","99","2014",9417,
"018024","JAN","9","TOTAL","99","2015",9455,
"018024","JAN","9","TOTAL","99","2016",9364,
"018024","JAN","9","TOTAL","99","2017",9254,
"018024","JAN","9","TOTAL","99","2018",9411,
"108012","JAN","9","TOTAL","99","2014",34056,
"108012","JAN","9","TOTAL","99","2015",34315,
"108012","JAN","9","TOTAL","99","2016",34255,
"108012","JAN","9","TOTAL","99","2017",34516,
"108012","JAN","9","TOTAL","99","2018",34868,
"016041","JAN","9","TOTAL","99","2014",110,
"016041","JAN","9","TOTAL","99","2015",114,
"016041","JAN","9","TOTAL","99","2016",109,
"016041","JAN","9","TOTAL","99","2017",117,
"016041","JAN","9","TOTAL","99","2018",119,
"013032","JAN","9","TOTAL","99","2014",1786,
"013032","JAN","9","TOTAL","99","2015",1760,
"013032","JAN","9","TOTAL","99","2016",1749,
"013032","JAN","9","TOTAL","99","2017",1736,
"013032","JAN","9","TOTAL","99","2018",1715,
"012023","JAN","9","TOTAL","99","2014",1007,
"012023","JAN","9","TOTAL","99","2015",988,
"012023","JAN","9","TOTAL","99","2016",984,
"012023","JAN","9","TOTAL","99","2017",973,
"012023","JAN","9","TOTAL","99","2018",969,
"016042","JAN","9","TOTAL","99","2014",5538,
"016042","JAN","9","TOTAL","99","2015",5562,
"016042","JAN","9","TOTAL","99","2016",5569,
"016042","JAN","9","TOTAL","99","2017",5570,
"016042","JAN","9","TOTAL","99","2018",5600,
"012024","JAN","9","TOTAL","99","2014",1222,
"012024","JAN","9","TOTAL","99","2015",1227,
"012024","JAN","9","TOTAL","99","2016",1194,
"012024","JAN","9","TOTAL","99","2017",1208,
"012024","JAN","9","TOTAL","99","2018",1213,
"015035","JAN","9","TOTAL","99","2014",2388,
"015035","JAN","9","TOTAL","99","2015",2405,
"015035","JAN","9","TOTAL","99","2016",2411,
"015035","JAN","9","TOTAL","99","2017",2401,
"015035","JAN","9","TOTAL","99","2018",2400,
"015036","JAN","9","TOTAL","99","2014",27071,
"015036","JAN","9","TOTAL","99","2015",27123,
"015036","JAN","9","TOTAL","99","2016",27224,
"015036","JAN","9","TOTAL","99","2017",27245,
"015036","JAN","9","TOTAL","99","2018",27171,
"014010","JAN","9","TOTAL","99","2014",2059,
"014010","JAN","9","TOTAL","99","2015",2035,
"014010","JAN","9","TOTAL","99","2016",2016,
"014010","JAN","9","TOTAL","99","2017",2010,
"014010","JAN","9","TOTAL","99","2018",2012,
"012025","JAN","9","TOTAL","99","2014",3088,
"012025","JAN","9","TOTAL","99","2015",3099,
"012025","JAN","9","TOTAL","99","2016",3060,
"012025","JAN","9","TOTAL","99","2017",3080,
"012025","JAN","9","TOTAL","99","2018",3102,
"097011","JAN","9","TOTAL","99","2014",2974,
"097011","JAN","9","TOTAL","99","2015",2942,
"097011","JAN","9","TOTAL","99","2016",2887,
"097011","JAN","9","TOTAL","99","2017",2844,
"097011","JAN","9","TOTAL","99","2018",2892,
"013034","JAN","9","TOTAL","99","2014",3949,
"013034","JAN","9","TOTAL","99","2015",3946,
"013034","JAN","9","TOTAL","99","2016",3992,
"013034","JAN","9","TOTAL","99","2017",3997,
"013034","JAN","9","TOTAL","99","2018",4054,
"108013","JAN","9","TOTAL","99","2014",4317,
"108013","JAN","9","TOTAL","99","2015",4269,
"108013","JAN","9","TOTAL","99","2016",4273,
"108013","JAN","9","TOTAL","99","2017",4284,
"108013","JAN","9","TOTAL","99","2018",4230,
"015038","JAN","9","TOTAL","99","2014",4822,
"015038","JAN","9","TOTAL","99","2015",4786,
"015038","JAN","9","TOTAL","99","2016",4777,
"015038","JAN","9","TOTAL","99","2017",4760,
"015038","JAN","9","TOTAL","99","2018",4750,
"108051","JAN","9","TOTAL","99","2014",6631,
"108051","JAN","9","TOTAL","99","2015",6718,
